	State	Value
0	((0, 0), ('3', '2'))	2.0
1	((0, 0), ('2', '2'))	1.1978382504100737
2	((0, 0), ('1', '2'))	1.9723260231551965
3	((0, 0), 'sink')	0.0
4	((0, 0), ('3', '1'))	2.0
5	((0, 0), ('3', '0'))	2.0
6	((0, 0), ('0', '2'))	1.068962585953954
7	((0, 0), ('2', '1'))	1.1965802849435492
8	((0, 0), ('0', '1'))	1.0661618746646075
9	((0, 0), ('2', '0'))	0.7837412863063983
10	((0, 0), ('1', '1'))	1.972326020952618
11	((0, 0), ('0', '0'))	0.48028277466467273
12	((0, 0), ('1', '0'))	1.972326020952618
13	((0, 1), ('3', '2'))	2.0
14	((0, 1), ('2', '2'))	1.1945806711402915
15	((0, 1), ('1', '2'))	1.9501590592205256
16	((0, 1), 'sink')	0.0
17	((0, 1), ('3', '1'))	2.0
18	((0, 1), ('3', '0'))	2.0
19	((0, 1), ('0', '2'))	1.079668577886308
20	((0, 1), ('2', '1'))	1.1831319147227284
21	((0, 1), ('0', '1'))	1.0541792761519553
22	((0, 1), ('2', '0'))	0.7757844818938092
23	((0, 1), ('1', '1'))	1.9501590391748351
24	((0, 1), ('0', '0'))	0.4842654498496288
25	((0, 1), ('1', '0'))	1.9501590391748351
26	((0, 2), ('3', '2'))	2.0
27	((0, 2), ('2', '2'))	1.182327398674215
28	((0, 2), ('1', '2'))	1.927248314519843
29	((0, 2), 'sink')	0.0
30	((0, 2), ('3', '1'))	2.0
31	((0, 2), ('3', '0'))	2.0
32	((0, 2), ('0', '2'))	1.0780398506973787
33	((0, 2), ('2', '1'))	1.1690770373377486
34	((0, 2), ('0', '1'))	1.0416562754232928
35	((0, 2), ('2', '0'))	0.7670291712942512
36	((0, 2), ('1', '1'))	1.926992350525674
37	((0, 2), ('0', '0'))	0.4791974316539615
38	((0, 2), ('1', '0'))	1.926992350525674
39	((0, 3), ('3', '2'))	2.0
40	((0, 3), ('2', '2'))	1.0
41	((0, 3), ('1', '2'))	1.0
42	((0, 3), 'sink')	0.0
43	((0, 3), ('3', '1'))	2.0
44	((0, 3), ('3', '0'))	2.0
45	((0, 3), ('0', '2'))	1.0
46	((0, 3), ('2', '1'))	0.0
47	((0, 3), ('0', '1'))	0.0
48	((0, 3), ('2', '0'))	0.0
49	((0, 3), ('1', '1'))	0.0
50	((0, 3), ('0', '0'))	0.0
51	((0, 3), ('1', '0'))	0.0
52	((0, 4), ('3', '2'))	2.0
53	((0, 4), ('2', '2'))	1.0
54	((0, 4), ('1', '2'))	1.0
55	((0, 4), 'sink')	0.0
56	((0, 4), ('3', '1'))	2.0
57	((0, 4), ('3', '0'))	2.0
58	((0, 4), ('0', '2'))	1.0
59	((0, 4), ('2', '1'))	0.0
60	((0, 4), ('0', '1'))	0.0
61	((0, 4), ('2', '0'))	0.0
62	((0, 4), ('1', '1'))	0.0
63	((0, 4), ('0', '0'))	0.0
64	((0, 4), ('1', '0'))	0.0
65	((0, 5), ('3', '2'))	2.0
66	((0, 5), ('2', '2'))	1.2721499637206035
67	((0, 5), ('1', '2'))	1.4250822668866252
68	((0, 5), 'sink')	0.0
69	((0, 5), ('3', '1'))	2.0
70	((0, 5), ('3', '0'))	2.0
71	((0, 5), ('0', '2'))	1.2676457426768
72	((0, 5), ('2', '1'))	0.8517085688431925
73	((0, 5), ('0', '1'))	0.8485853302801272
74	((0, 5), ('2', '0'))	0.8515828394587807
75	((0, 5), ('1', '1'))	1.0546555260345682
76	((0, 5), ('0', '0'))	0.8485851702063684
77	((0, 5), ('1', '0'))	1.0546555260345674
78	((0, 6), ('3', '2'))	2.0
79	((0, 6), ('2', '2'))	1.282427197284298
80	((0, 6), ('1', '2'))	1.4365949845079335
81	((0, 6), 'sink')	0.0
82	((0, 6), ('3', '1'))	2.0
83	((0, 6), ('3', '0'))	2.0
84	((0, 6), ('0', '2'))	1.281932885692653
85	((0, 6), ('2', '1'))	0.8585892103868998
86	((0, 6), ('0', '1'))	0.8582464534462019
87	((0, 6), ('2', '0'))	0.8585754123313603
88	((0, 6), ('1', '1'))	1.063175701705208
89	((0, 6), ('0', '0'))	0.8582464358790546
90	((0, 6), ('1', '0'))	1.063175701705208
91	((0, 7), ('3', '2'))	2.0
92	((0, 7), ('2', '2'))	1.2681938210658268
93	((0, 7), ('1', '2'))	1.420650534069444
94	((0, 7), 'sink')	0.0
95	((0, 7), ('3', '1'))	2.0
96	((0, 7), ('3', '0'))	2.0
97	((0, 7), ('0', '2'))	1.2677049957293762
98	((0, 7), ('2', '1'))	0.8490599183737267
99	((0, 7), ('0', '1'))	0.8487209656166103
100	((0, 7), ('2', '0'))	0.8490462734597591
101	((0, 7), ('1', '1'))	1.0513757494110334
102	((0, 7), ('0', '0'))	0.8487209482444371
103	((0, 7), ('1', '0'))	1.0513757494110325
104	((1, 0), ('3', '2'))	2.0
105	((1, 0), ('2', '2'))	1.2133696681522572
106	((1, 0), ('1', '2'))	1.974485129876557
107	((1, 0), 'sink')	0.0
108	((1, 0), ('3', '1'))	2.0
109	((1, 0), ('3', '0'))	2.0
110	((1, 0), ('0', '2'))	1.0811213393103132
111	((1, 0), ('2', '1'))	1.1978901738806604
112	((1, 0), ('0', '1'))	1.0673289942422977
113	((1, 0), ('2', '0'))	0.7946316101699215
114	((1, 0), ('1', '1'))	1.9744851117669844
115	((1, 0), ('0', '0'))	0.48584911671433945
116	((1, 0), ('1', '0'))	1.9744851117669844
117	((1, 1), ('3', '2'))	2.0
118	((1, 1), ('2', '2'))	1.2107882220719028
119	((1, 1), ('1', '2'))	1.9698091113007858
120	((1, 1), 'sink')	0.0
121	((1, 1), ('3', '1'))	2.0
122	((1, 1), ('3', '0'))	2.0
123	((1, 1), ('0', '2'))	1.0948425967901845
124	((1, 1), ('2', '1'))	1.195053227170579
125	((1, 1), ('0', '1'))	1.0648012432176008
126	((1, 1), ('2', '0'))	0.7856795537769505
127	((1, 1), ('1', '1'))	1.9698089464853825
128	((1, 1), ('0', '0'))	0.49151124927283335
129	((1, 1), ('1', '0'))	1.9698089464853825
130	((1, 2), ('3', '2'))	2.0
131	((1, 2), ('2', '2'))	1.2037282289126974
132	((1, 2), ('1', '2'))	1.938633903835575
133	((1, 2), 'sink')	0.0
134	((1, 2), ('3', '1'))	2.0
135	((1, 2), ('3', '0'))	2.0
136	((1, 2), ('0', '2'))	1.1012028554124165
137	((1, 2), ('2', '1'))	1.1747266078879868
138	((1, 2), ('0', '1'))	1.0466900751923018
139	((1, 2), ('2', '0'))	0.7744643805679144
140	((1, 2), ('1', '1'))	1.9363045333046773
141	((1, 2), ('0', '0'))	0.487057067063771
142	((1, 2), ('1', '0'))	1.9363045333046773
143	((1, 3), ('3', '2'))	2.0
144	((1, 3), ('2', '2'))	1.0
145	((1, 3), ('1', '2'))	1.0
146	((1, 3), 'sink')	0.0
147	((1, 3), ('3', '1'))	2.0
148	((1, 3), ('3', '0'))	2.0
149	((1, 3), ('0', '2'))	1.0
150	((1, 3), ('2', '1'))	0.0
151	((1, 3), ('0', '1'))	0.0
152	((1, 3), ('2', '0'))	0.0
153	((1, 3), ('1', '1'))	0.0
154	((1, 3), ('0', '0'))	0.0
155	((1, 3), ('1', '0'))	0.0
156	((1, 4), ('3', '2'))	2.0
157	((1, 4), ('2', '2'))	1.0
158	((1, 4), ('1', '2'))	1.0
159	((1, 4), 'sink')	0.0
160	((1, 4), ('3', '1'))	2.0
161	((1, 4), ('3', '0'))	2.0
162	((1, 4), ('0', '2'))	1.0
163	((1, 4), ('2', '1'))	0.0
164	((1, 4), ('0', '1'))	0.0
165	((1, 4), ('2', '0'))	0.0
166	((1, 4), ('1', '1'))	0.0
167	((1, 4), ('0', '0'))	0.0
168	((1, 4), ('1', '0'))	0.0
169	((1, 5), ('3', '2'))	2.0
170	((1, 5), ('2', '2'))	1.318432091546461
171	((1, 5), ('1', '2'))	1.4769282296420783
172	((1, 5), 'sink')	0.0
173	((1, 5), ('3', '1'))	2.0
174	((1, 5), ('3', '0'))	2.0
175	((1, 5), ('0', '2'))	1.281393623062786
176	((1, 5), ('2', '1'))	0.8826946050635546
177	((1, 5), ('0', '1'))	0.857012034878814
178	((1, 5), ('2', '0'))	0.8816607251103449
179	((1, 5), ('1', '1'))	1.0930249818850566
180	((1, 5), ('0', '0'))	0.8570107185830949
181	((1, 5), ('1', '0'))	1.0930249818850564
182	((1, 6), ('3', '2'))	2.0
183	((1, 6), ('2', '2'))	1.3016832860990422
184	((1, 6), ('1', '2'))	1.458165956077377
185	((1, 6), 'sink')	0.0
186	((1, 6), ('3', '1'))	2.0
187	((1, 6), ('3', '0'))	2.0
188	((1, 6), ('0', '2'))	1.269060169835384
189	((1, 6), ('2', '1'))	0.8714812249399301
190	((1, 6), ('0', '1'))	0.8495417814735686
191	((1, 6), ('2', '0'))	0.870558671894122
192	((1, 6), ('1', '1'))	1.0791396533284008
193	((1, 6), ('0', '0'))	0.8495416355079644
194	((1, 6), ('1', '0'))	1.0791396533284008
195	((1, 7), ('3', '2'))	2.0
196	((1, 7), ('2', '2'))	1.282427197284298
197	((1, 7), ('1', '2'))	1.4365949845079335
198	((1, 7), 'sink')	0.0
199	((1, 7), ('3', '1'))	2.0
200	((1, 7), ('3', '0'))	2.0
201	((1, 7), ('0', '2'))	1.2819328856926546
202	((1, 7), ('2', '1'))	0.8585892103868998
