	State	Value
0	((0, 0), '3')	1.0
1	((0, 0), '1')	0.986163010476309
2	((0, 0), 'sink')	0.0
3	((0, 0), '0')	0.2395928664304519
4	((0, 0), '2')	0.39187063774823544
5	((0, 1), '3')	1.0
6	((0, 1), '1')	0.9750795195874176
7	((0, 1), 'sink')	0.0
8	((0, 1), '0')	0.24158391256193743
9	((0, 1), '2')	0.38789223494939173
10	((0, 2), '3')	1.0
11	((0, 2), '1')	0.963496175262837
12	((0, 2), 'sink')	0.0
13	((0, 2), '0')	0.2390563089370268
14	((0, 2), '2')	0.3835145789835127
15	((0, 3), '3')	1.0
16	((0, 3), '1')	0.0
17	((0, 3), 'sink')	0.0
18	((0, 3), '0')	0.0
19	((0, 3), '2')	0.0
20	((0, 4), '3')	1.0
21	((0, 4), '1')	0.0
22	((0, 4), 'sink')	0.0
23	((0, 4), '0')	0.0
24	((0, 4), '2')	0.0
25	((0, 5), '3')	1.0
26	((0, 5), '1')	0.5273277630172835
27	((0, 5), 'sink')	0.0
28	((0, 5), '0')	0.4237357014104851
29	((0, 5), '2')	0.42529569801777983
30	((0, 6), '3')	1.0
31	((0, 6), '1')	0.5315878508526035
32	((0, 6), 'sink')	0.0
33	((0, 6), '0')	0.4285603057832306
34	((0, 6), '2')	0.4287315061746893
35	((0, 7), '3')	1.0
36	((0, 7), '1')	0.525687874705516
37	((0, 7), 'sink')	0.0
38	((0, 7), '0')	0.4238038096036166
39	((0, 7), '2')	0.42397310987974274
40	((1, 0), '3')	1.0
41	((1, 0), '1')	0.9872425558834922
42	((1, 0), 'sink')	0.0
43	((1, 0), '0')	0.24236914811894616
44	((1, 0), '2')	0.39731579968582115
45	((1, 1), '3')	1.0
46	((1, 1), '1')	0.9849044732426913
47	((1, 1), 'sink')	0.0
48	((1, 1), '0')	0.245199045707774
49	((1, 1), '2')	0.3928397708244302
50	((1, 2), '3')	1.0
51	((1, 2), '1')	0.9681522666523387
52	((1, 2), 'sink')	0.0
53	((1, 2), '0')	0.24298258185057353
54	((1, 2), '2')	0.3872321776184509
55	((1, 3), '3')	1.0
56	((1, 3), '1')	0.0
57	((1, 3), 'sink')	0.0
58	((1, 3), '0')	0.0
59	((1, 3), '2')	0.0
60	((1, 4), '3')	1.0
61	((1, 4), '1')	0.0
62	((1, 4), 'sink')	0.0
63	((1, 4), '0')	0.0
64	((1, 4), '2')	0.0
65	((1, 5), '3')	1.0
66	((1, 5), '1')	0.5465124909425279
67	((1, 5), 'sink')	0.0
68	((1, 5), '0')	0.4279404524295791
69	((1, 5), '2')	0.4407683941784419
70	((1, 6), '3')	1.0
71	((1, 6), '1')	0.5395698266642001
72	((1, 6), 'sink')	0.0
73	((1, 6), '0')	0.42421333724338683
74	((1, 6), '2')	0.435169058324286
75	((1, 7), '3')	1.0
76	((1, 7), '1')	0.5315878508526035
77	((1, 7), 'sink')	0.0
78	((1, 7), '0')	0.4285603057832306
79	((1, 7), '2')	0.42873150617468936
80	((2, 0), '3')	1.0
81	((2, 0), '1')	0.9859840186498746
82	((2, 0), 'sink')	0.0
83	((2, 0), '0')	0.245075627436996
84	((2, 0), '2')	0.40289191692589177
85	((2, 1), '3')	1.0
86	((2, 1), '1')	0.9734505131670395
87	((2, 1), 'sink')	0.0
88	((2, 1), '0')	0.24892578843534274
89	((2, 1), '2')	0.39794131448397374
90	((2, 2), '3')	1.0
91	((2, 2), '1')	0.9365838635667293
92	((2, 2), 'sink')	0.0
93	((2, 2), '0')	0.25372083904293796
94	((2, 2), '2')	0.3852033919811562
95	((2, 3), '3')	1.0
96	((2, 3), '1')	0.7417744199448494
97	((2, 3), 'sink')	0.0
98	((2, 3), '0')	0.2899817720198626
99	((2, 3), '2')	0.39514461791343036
100	((2, 4), '3')	1.0
101	((2, 4), '1')	0.6451487876389964
102	((2, 4), 'sink')	0.0
103	((2, 4), '0')	0.3661386010351801
104	((2, 4), '2')	0.49891997211291705
105	((2, 5), '3')	1.0
106	((2, 5), '1')	0.6225947955843082
107	((2, 5), 'sink')	0.0
108	((2, 5), '0')	0.41754266461723794
109	((2, 5), '2')	0.5021296179347697
110	((2, 6), '3')	1.0
111	((2, 6), '1')	0.5465124909425279
112	((2, 6), 'sink')	0.0
113	((2, 6), '0')	0.4279404524295792
114	((2, 6), '2')	0.4407683941784419
115	((2, 7), '3')	1.0
116	((2, 7), '1')	0.5273277630172835
117	((2, 7), 'sink')	0.0
118	((2, 7), '0')	0.4237357014104851
119	((2, 7), '2')	0.4252956980177799
120	((3, 0), '3')	1.0
121	((3, 0), '1')	0.9721919759334218
122	((3, 0), 'sink')	0.0
123	((3, 0), '0')	0.24173593265079593
124	((3, 0), '2')	0.40859776138423615
125	((3, 1), '3')	1.0
126	((3, 1), '1')	0.9600568438920442
127	((3, 1), 'sink')	0.0
128	((3, 1), '0')	0.23943614533602287
129	((3, 1), '2')	0.40363413098029166
130	((3, 2), '3')	1.0
131	((3, 2), '1')	0.0
132	((3, 2), 'sink')	0.0
133	((3, 2), '0')	0.0
134	((3, 2), '2')	0.0
135	((3, 3), '3')	1.0
136	((3, 3), '1')	0.0
137	((3, 3), 'sink')	0.0
138	((3, 3), '0')	0.0
139	((3, 3), '2')	0.0
140	((3, 4), '3')	1.0
141	((3, 4), '1')	0.582459061037127
142	((3, 4), 'sink')	0.0
143	((3, 4), '0')	0.35802839048815804
144	((3, 4), '2')	0.5177901802575068
145	((3, 5), '3')	1.0
146	((3, 5), '1')	0.5811335269789163
147	((3, 5), 'sink')	0.0
148	((3, 5), '0')	0.3661386010351801
149	((3, 5), '2')	0.5165409970605114
150	((3, 6), '3')	1.0
151	((3, 6), '1')	0.0
152	((3, 6), 'sink')	0.0
153	((3, 6), '0')	0.0
154	((3, 6), '2')	0.0
155	((3, 7), '3')	1.0
156	((3, 7), '1')	0.0
157	((3, 7), 'sink')	0.0
158	((3, 7), '0')	0.0
159	((3, 7), '2')	0.0
160	((4, 0), '3')	1.0
161	((4, 0), '1')	0.9585851754589425
162	((4, 0), 'sink')	0.0
163	((4, 0), '0')	0.2383934431530787
164	((4, 0), '2')	0.41437727782846945
165	((4, 1), '3')	1.0
166	((4, 1), '1')	0.9465575570629999
167	((4, 1), 'sink')	0.0
168	((4, 1), '0')	0.2357336729443789
169	((4, 1), '2')	0.41038902858649695
170	((4, 2), '3')	1.0
171	((4, 2), '1')	0.0
172	((4, 2), 'sink')	0.0
173	((4, 2), '0')	0.0
174	((4, 2), '2')	0.0
175	((4, 3), '3')	1.0
176	((4, 3), '1')	0.0
177	((4, 3), 'sink')	0.0
178	((4, 3), '0')	0.0
179	((4, 3), '2')	0.0
180	((4, 4), '3')	1.0
181	((4, 4), '1')	0.5892078554905507
182	((4, 4), 'sink')	0.0
183	((4, 4), '0')	0.3212009794526524
184	((4, 4), '2')	0.5617161053473282
185	((4, 5), '3')	1.0
186	((4, 5), '1')	0.5877683421683362
187	((4, 5), 'sink')	0.0
188	((4, 5), '0')	0.32178066898567514
189	((4, 5), '2')	0.5731347688992322
190	((4, 6), '3')	1.0
191	((4, 6), '1')	0.0
192	((4, 6), 'sink')	0.0
193	((4, 6), '0')	0.0
194	((4, 6), '2')	0.0
195	((4, 7), '3')	1.0
196	((4, 7), '1')	0.0
197	((4, 7), 'sink')	0.0
198	((4, 7), '0')	0.0
199	((4, 7), '2')	0.0
200	((5, 0), '3')	1.0
201	((5, 0), '1')	0.9450742835934379
202	((5, 0), 'sink')	0.0
203	((5, 0), '0')	0.23532685300345468
204	((5, 0), '2')	0.420107845319934
205	((5, 1), '3')	1.0
206	((5, 1), '1')	0.9324491975172248
207	((5, 1), 'sink')	0.0
