	State	Value
0	((0, 0), '1')	0.986163010476309
1	((0, 0), 'sink')	0.0
2	((0, 0), '2')	0.39187063774823505
3	((0, 0), '3')	1.0
4	((0, 0), '0')	0.23959286643044478
5	((0, 1), '1')	0.9750795195874176
6	((0, 1), 'sink')	0.0
7	((0, 1), '2')	0.38789223494939123
8	((0, 1), '3')	1.0
9	((0, 1), '0')	0.2415839125619302
10	((0, 2), '1')	0.963496175262837
11	((0, 2), 'sink')	0.0
12	((0, 2), '2')	0.38351457898351216
13	((0, 2), '3')	1.0
14	((0, 2), '0')	0.2390563089370197
15	((0, 3), '1')	0.0
16	((0, 3), 'sink')	0.0
17	((0, 3), '2')	0.0
18	((0, 3), '3')	1.0
19	((0, 3), '0')	0.0
20	((0, 4), '1')	0.0
21	((0, 4), 'sink')	0.0
22	((0, 4), '2')	0.0
23	((0, 4), '3')	1.0
24	((0, 4), '0')	0.0
25	((0, 5), '1')	0.5273277630172831
26	((0, 5), 'sink')	0.0
27	((0, 5), '2')	0.4252956980177673
28	((0, 5), '3')	1.0
29	((0, 5), '0')	0.4237357014104726
30	((0, 6), '1')	0.5315878508526034
31	((0, 6), 'sink')	0.0
32	((0, 6), '2')	0.4287315061746767
33	((0, 6), '3')	1.0
34	((0, 6), '0')	0.428560305783218
35	((0, 7), '1')	0.5256878747055157
36	((0, 7), 'sink')	0.0
37	((0, 7), '2')	0.42397310987973014
38	((0, 7), '3')	1.0
39	((0, 7), '0')	0.4238038096036041
40	((1, 0), '1')	0.9872425558834922
41	((1, 0), 'sink')	0.0
42	((1, 0), '2')	0.3973157996858207
43	((1, 0), '3')	1.0
44	((1, 0), '0')	0.24236914811893898
45	((1, 1), '1')	0.9849044732426913
46	((1, 1), 'sink')	0.0
47	((1, 1), '2')	0.3928397708244297
48	((1, 1), '3')	1.0
49	((1, 1), '0')	0.2451990457077667
50	((1, 2), '1')	0.9681522666523384
51	((1, 2), 'sink')	0.0
52	((1, 2), '2')	0.38723217761845036
53	((1, 2), '3')	1.0
54	((1, 2), '0')	0.2429825818505663
55	((1, 3), '1')	0.0
56	((1, 3), 'sink')	0.0
57	((1, 3), '2')	0.0
58	((1, 3), '3')	1.0
59	((1, 3), '0')	0.0
60	((1, 4), '1')	0.0
61	((1, 4), 'sink')	0.0
62	((1, 4), '2')	0.0
63	((1, 4), '3')	1.0
64	((1, 4), '0')	0.0
65	((1, 5), '1')	0.5465124909425277
66	((1, 5), 'sink')	0.0
67	((1, 5), '2')	0.4407683941784292
68	((1, 5), '3')	1.0
69	((1, 5), '0')	0.4279404524295666
70	((1, 6), '1')	0.5395698266641998
71	((1, 6), 'sink')	0.0
72	((1, 6), '2')	0.43516905832427333
73	((1, 6), '3')	1.0
74	((1, 6), '0')	0.4242133372433744
75	((1, 7), '1')	0.5315878508526034
76	((1, 7), 'sink')	0.0
77	((1, 7), '2')	0.4287315061746767
78	((1, 7), '3')	1.0
79	((1, 7), '0')	0.428560305783218
80	((2, 0), '1')	0.9859840186498745
81	((2, 0), 'sink')	0.0
82	((2, 0), '2')	0.4028919169258913
83	((2, 0), '3')	1.0
84	((2, 0), '0')	0.2450756274369887
85	((2, 1), '1')	0.9734505131670396
86	((2, 1), 'sink')	0.0
87	((2, 1), '2')	0.39794131448397335
88	((2, 1), '3')	1.0
89	((2, 1), '0')	0.24892578843533544
90	((2, 2), '1')	0.936583863566729
91	((2, 2), 'sink')	0.0
92	((2, 2), '2')	0.3852033919811555
93	((2, 2), '3')	1.0
94	((2, 2), '0')	0.2537208390429306
95	((2, 3), '1')	0.7417744199448494
96	((2, 3), 'sink')	0.0
97	((2, 3), '2')	0.3951446179134268
98	((2, 3), '3')	1.0
99	((2, 3), '0')	0.28998177201985414
100	((2, 4), '1')	0.6451487876389961
101	((2, 4), 'sink')	0.0
102	((2, 4), '2')	0.4989199721129126
103	((2, 4), '3')	1.0
