,index of state,state,value,policy
0,0,"(9, ('2', '0'))",0.0,0
1,1,"(0, ('2', '0'))",0.0,0
2,2,"(11, ('2', '0'))",0.9,1
3,3,"(15, ('2', '0'))",0.0,0
4,4,"(2, ('2', '0'))",0.7290000000000001,1
5,5,"(4, ('0', '0'))",1.0628820000000003,2
6,6,"(13, ('2', '0'))",0.7290000000000001,1
7,7,"(6, ('2', '0'))",0.81,1
8,8,"(8, ('0', '0'))",1.1809800000000004,2
9,9,"(9, ('2', '1'))",1.0,stop
10,10,v_sink,0.0,0
11,11,"(7, ('1', '1'))",2.0,stop
12,12,"(10, ('0', '0'))",1.8,1
13,13,"(0, ('2', '1'))",1.0,stop
14,14,"(11, ('2', '1'))",1.0,stop
15,15,"(1, ('0', '0'))",1.3122000000000003,1
16,16,"(2, ('2', '1'))",1.0,stop
17,17,"(13, ('2', '1'))",1.0,stop
18,18,"(4, ('2', '0'))",0.5314410000000002,2
19,19,"(15, ('2', '1'))",1.0,stop
20,20,"(6, ('2', '1'))",1.0,stop
21,21,"(10, ('2', '0'))",0.9,1
22,22,"(9, ('1', '1'))",2.0,stop
23,23,"(8, ('2', '0'))",0.5904900000000002,2
24,24,"(12, ('0', '0'))",1.3122000000000003,1
25,25,"(1, ('2', '0'))",0.6561000000000001,1
26,26,"(0, ('1', '1'))",2.0,stop
27,27,"(3, ('0', '0'))",1.62,2
28,28,"(11, ('1', '1'))",2.0,stop
29,29,"(4, ('2', '1'))",1.0,stop
30,30,"(13, ('1', '1'))",2.0,stop
31,31,"(2, ('1', '1'))",2.0,stop
32,32,"(5, ('0', '0'))",0.0,0
33,33,"(14, ('0', '0'))",1.62,0
34,34,"(15, ('1', '1'))",2.0,stop
35,35,"(6, ('1', '1'))",2.0,stop
36,36,"(8, ('2', '1'))",1.0,stop
37,37,"(10, ('2', '1'))",1.0,stop
38,38,"(14, ('2', '0'))",0.81,0
39,39,"(1, ('2', '1'))",1.0,stop
40,40,"(12, ('2', '0'))",0.6561000000000001,1
41,41,"(5, ('2', '0'))",0.0,0
42,42,"(4, ('1', '1'))",2.0,stop
43,43,"(3, ('2', '0'))",0.81,2
44,44,"(7, ('0', '0'))",1.8,2
45,45,"(8, ('1', '1'))",2.0,stop
46,46,"(10, ('1', '1'))",2.0,stop
47,47,"(1, ('1', '1'))",2.0,stop
48,48,"(12, ('2', '1'))",1.0,stop
49,49,"(3, ('2', '1'))",1.0,stop
50,50,"(14, ('2', '1'))",1.0,stop
51,51,"(5, ('2', '1'))",1.0,stop
52,52,"(7, ('2', '0'))",0.9,2
53,53,"(9, ('0', '0'))",0.0,0
54,54,"(2, ('0', '0'))",1.4580000000000002,1
55,55,"(13, ('0', '0'))",1.4580000000000002,1
56,56,"(0, ('0', '0'))",0.0,0
57,57,"(11, ('0', '0'))",1.8,1
58,58,"(3, ('1', '1'))",2.0,stop
59,59,"(14, ('1', '1'))",2.0,stop
60,60,"(12, ('1', '1'))",2.0,stop
61,61,"(15, ('0', '0'))",0.0,0
62,62,"(5, ('1', '1'))",2.0,stop
63,63,"(6, ('0', '0'))",1.62,1
64,64,"(7, ('2', '1'))",1.0,stop
