	State	Value
0	((0, 0), ('0', '2'))	1.0
1	((0, 0), ('3', '1'))	2.0
2	((0, 0), ('2', '0'))	0.1520789817209336
3	((0, 0), ('3', '2'))	2.0
4	((0, 0), ('0', '1'))	0.9674267100977199
5	((0, 0), ('1', '0'))	1.9348534201954397
6	((0, 0), 'sink')	0.0
7	((0, 0), ('2', '1'))	0.9674267100977199
8	((0, 0), ('2', '2'))	1.0
9	((0, 0), ('0', '0'))	0.09082547172384814
10	((0, 0), ('1', '2'))	1.9348534201954397
11	((0, 0), ('3', '0'))	2.0
12	((0, 0), ('1', '1'))	1.9348534201954397
13	((0, 1), ('0', '2'))	1.0
14	((0, 1), ('3', '1'))	2.0
15	((0, 1), ('2', '0'))	0.15086328060128593
16	((0, 1), ('3', '2'))	2.0
17	((0, 1), ('0', '1'))	0.9467160774912265
18	((0, 1), ('1', '0'))	1.8934083119351446
19	((0, 1), 'sink')	0.0
20	((0, 1), ('2', '1'))	0.9467791898845653
21	((0, 1), ('2', '2'))	1.0
22	((0, 1), ('0', '0'))	0.09030997711022848
23	((0, 1), ('1', '2'))	1.8939621464922622
24	((0, 1), ('3', '0'))	2.0
25	((0, 1), ('1', '1'))	1.8934083119351446
26	((0, 2), ('0', '2'))	1.0
27	((0, 2), ('3', '1'))	2.0
28	((0, 2), ('2', '0'))	0.14797777111613003
29	((0, 2), ('3', '2'))	2.0
30	((0, 2), ('0', '1'))	0.8921084394428818
31	((0, 2), ('1', '0'))	1.7825053201717258
32	((0, 2), 'sink')	0.0
33	((0, 2), ('2', '1'))	0.8937531689501304
34	((0, 2), ('2', '2'))	1.0
35	((0, 2), ('0', '0'))	0.0893728384246975
36	((0, 2), ('1', '2'))	1.816136999753967
37	((0, 2), ('3', '0'))	2.0
38	((0, 2), ('1', '1'))	1.782505320171726
39	((0, 3), ('0', '2'))	1.0
40	((0, 3), ('3', '1'))	2.0
41	((0, 3), ('2', '0'))	0.0
42	((0, 3), ('3', '2'))	2.0
43	((0, 3), ('0', '1'))	0.0
44	((0, 3), ('1', '0'))	0.0
45	((0, 3), 'sink')	0.0
46	((0, 3), ('2', '1'))	0.0
47	((0, 3), ('2', '2'))	1.0
48	((0, 3), ('0', '0'))	0.0
49	((0, 3), ('1', '2'))	1.0
50	((0, 3), ('3', '0'))	2.0
51	((0, 3), ('1', '1'))	0.0
52	((0, 4), ('0', '2'))	1.0
53	((0, 4), ('3', '1'))	2.0
54	((0, 4), ('2', '0'))	0.0
55	((0, 4), ('3', '2'))	2.0
56	((0, 4), ('0', '1'))	0.0
57	((0, 4), ('1', '0'))	0.0
