	State	Value
0	(0, 0)	1.2048353637715472
1	(0, 1)	1.0711131225789774
2	(0, 2)	0.9486780815607373
3	(0, 3)	0.0
4	(0, 4)	0.0
5	(0, 5)	0.2573287159229513
6	(0, 6)	0.24956714717367104
7	(0, 7)	0.22214218594579513
8	(1, 0)	0.0
9	(1, 1)	1.1914608847928367
10	(1, 2)	1.0232845107045239
11	(1, 3)	0.0
12	(1, 4)	0.0
13	(1, 5)	0.3262051009407234
14	(1, 6)	0.2866871750076164
15	(1, 7)	0.24956714717367104
16	(2, 0)	1.2033634107260756
17	(2, 1)	1.0562300417858757
18	(2, 2)	0.8894627368135012
19	(2, 3)	0.6404131705057208
20	(2, 4)	0.49600562834525397
21	(2, 5)	0.4172267433194971
22	(2, 6)	0.3262051009407234
23	(2, 7)	0.2573287159229513
24	(3, 0)	1.0428555628071652
25	(3, 1)	0.9175211825749543
26	(3, 2)	0.0
27	(3, 3)	0.0
28	(3, 4)	0.38786828423483194
29	(3, 5)	0.34160257584721204
30	(3, 6)	0.0
31	(3, 7)	0.0
32	(4, 0)	0.9038027239716762
33	(4, 1)	0.7956052621451796
34	(4, 2)	0.0
35	(4, 3)	0.0
36	(4, 4)	0.3040521689484573
37	(4, 5)	0.2754111588819804
38	(4, 6)	0.0
39	(4, 7)	0.0
40	(5, 0)	0.7835476436411359
41	(5, 1)	0.69211549393141
42	(5, 2)	0.5417824139908693
43	(5, 3)	0.4272425884863025
44	(5, 4)	0.334979358915499
45	(5, 5)	0.2861040601426888
46	(5, 6)	0.22368797137945914
47	(5, 7)	0.17645750565055052
48	(6, 0)	0.6795816838682741
49	(6, 1)	0.6029447655390142
50	(6, 2)	0.4828806484472687
51	(6, 3)	0.4128805601430717
52	(6, 4)	0.0
53	(6, 5)	0.22368797137945914
54	(6, 6)	0.1965894230747018
55	(6, 7)	0.17113518063710995
56	(7, 0)	0.5376910026210521
57	(7, 1)	0.0
58	(7, 2)	0.0
59	(7, 3)	0.29727400330301157
60	(7, 4)	0.0
61	(7, 5)	0.1764575056505505
62	(7, 6)	0.17113518063710995
63	(7, 7)	0.15232911683083414
64	sT	0.0
