	State	Value
0	((0, 0), ('0', '1'))	1.0
1	((0, 0), 'sink')	0.0
2	((0, 0), ('1', '0'))	1.0
3	((0, 0), ('0', '0'))	0.9861630107876276
4	((0, 0), ('1', '1'))	1.0
5	((0, 1), ('0', '1'))	1.0
6	((0, 1), 'sink')	0.0
7	((0, 1), ('1', '0'))	1.0
8	((0, 1), ('0', '0'))	0.9750795224207318
9	((0, 1), ('1', '1'))	1.0
10	((0, 2), ('0', '1'))	1.0
11	((0, 2), 'sink')	0.0
12	((0, 2), ('1', '0'))	1.0
13	((0, 2), ('0', '0'))	0.9634961803262677
14	((0, 2), ('1', '1'))	1.0
15	((0, 3), ('0', '1'))	1.0
16	((0, 3), 'sink')	0.0
17	((0, 3), ('1', '0'))	1.0
18	((0, 3), ('0', '0'))	0.0
19	((0, 3), ('1', '1'))	1.0
20	((0, 4), ('0', '1'))	1.0
21	((0, 4), 'sink')	0.0
22	((0, 4), ('1', '0'))	1.0
23	((0, 4), ('0', '0'))	0.0
24	((0, 4), ('1', '1'))	1.0
25	((0, 5), ('0', '1'))	1.0
26	((0, 5), 'sink')	0.0
27	((0, 5), ('1', '0'))	1.0
28	((0, 5), ('0', '0'))	0.97382303918686
29	((0, 5), ('1', '1'))	1.0
30	((0, 6), ('0', '1'))	1.0
31	((0, 6), 'sink')	0.0
32	((0, 6), ('1', '0'))	1.0
33	((0, 6), ('0', '0'))	0.9848239476967988
34	((0, 6), ('1', '1'))	1.0
35	((0, 7), ('0', '1'))	1.0
36	((0, 7), 'sink')	0.0
37	((0, 7), ('1', '0'))	1.0
38	((0, 7), ('0', '0'))	0.9738936042151474
39	((0, 7), ('1', '1'))	1.0
40	((1, 0), ('0', '1'))	1.0
41	((1, 0), 'sink')	0.0
42	((1, 0), ('1', '0'))	1.0
43	((1, 0), ('0', '0'))	0.9872425584431501
44	((1, 0), ('1', '1'))	1.0
45	((1, 1), ('0', '1'))	1.0
46	((1, 1), 'sink')	0.0
47	((1, 1), ('1', '0'))	1.0
48	((1, 1), ('0', '0'))	0.9849044965381639
49	((1, 1), ('1', '1'))	1.0
